sample,block,ensemble_freq
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.6,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.1,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.2,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.3,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.4,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.5,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.6,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.1,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.2,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.3,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.4,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.5,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.6,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.1,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.2,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.3,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.4,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.5,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.6,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.4hr.rep.1,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.4hr.rep.2,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.4hr.rep.3,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.1,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.2,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.3,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.4,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.5,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.6,DNA.damage,0.8
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.1,DNA.damage,0.8
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.2,DNA.damage,0.8
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.3,DNA.damage,0.8
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.4,DNA.damage,0.8
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.5,DNA.damage,0.8
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.6,DNA.damage,0.8
UV.20J.vs.ctrl.8h.1,DNA.damage,0.0
UV.40J.vs.8h.2,DNA.damage,0.0
UV.40J.vs.ctrl.12h.1,DNA.damage,0.0
UV.40J.vs.ctrl.8h.1,DNA.damage,0.0
UV.60J.vs.ctrl.6h.1,DNA.damage,0.0
X20mJ.UVvsctrl..6h.,DNA.damage,0.0
X25J.UV.ctrl..2h.,DNA.damage,0.0
X25J.UVvs.ctrl..6h.,DNA.damage,0.0
X40mJ.UV.ctrl..6h.,DNA.damage,0.0
X60J.UV.ctrl..2h.,DNA.damage,0.0
X60J.UVvsctrl..6h.,DNA.damage,0.0
X4mM.H2O2.ctrl..2h...1,DNA.damage,0.8
X4mM.H2O2.ctrl..2h...2,DNA.damage,0.8
X4mM.H2O2.ctrl..4h...1,DNA.damage,0.8
X4mM.H2O2.ctrl..4h...2,DNA.damage,0.8
X4mM.H2O2vsctrl..1h.,DNA.damage,0.8
X4mM.H2O2vsctrl..2h.,DNA.damage,0.8
X4mM.H2O2vsctrl..2h.A,DNA.damage,0.8
X4mM.H2O2vsctrl..4h.,DNA.damage,0.8
X4mM.H2O2vsctrl..4h.A,DNA.damage,0.8
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.2.rep.1,growth.strain.comp,0.0
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.2.rep.2,growth.strain.comp,0.0
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.2.rep.3,growth.strain.comp,0.0
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.2.rep.4,growth.strain.comp,0.0
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.1,growth.strain.comp,0.0
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.2,growth.strain.comp,0.0
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.3,growth.strain.comp,0.0
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.4,growth.strain.comp,0.0
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.5,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.10514.01_Afri2.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.10514.01_Afri2.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.10514.01_Afri2.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.10517.01_Afri2.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.10517.01_Afri2.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.10517.01_Afri2.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.12954.03_Beijing.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.12954.03_Beijing.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.12954.03_Beijing.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.1500.03_Beijing.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.1500.03_Beijing.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.1500.03_Beijing.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.1797.03_EAI.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.1797.03_EAI.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.1797.03_EAI.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.1934.03_Beijing.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.1934.03_Beijing.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.1934.03_Beijing.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2169.99_Uganda.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2169.99_Uganda.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2169.99_Uganda.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2199.99_Uganda.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2199.99_Uganda.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2199.99_Uganda.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2333.99_Uganda.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2333.99_Uganda.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2333.99_Uganda.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2336.02_Haarlem.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2336.02_Haarlem.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.2336.02_Haarlem.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.4130.02_Haarlem.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.4130.02_Haarlem.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.4130.02_Haarlem.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.4850.03_EAI.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.4850.03_EAI.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.4850.03_EAI.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.5468.02_Afri2.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.5468.02_Afri2.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.5468.02_Afri2.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.947.01_EAI.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.947.01_EAI.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.947.01_EAI.rep.3,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.9532.03_Haarlem.rep.1,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.9532.03_Haarlem.rep.2,growth.strain.comp,0.0
CDC1551.Ctrl.vs.clinical.isolate.9532.03_Haarlem.rep.3,growth.strain.comp,0.0
H37Rv.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.1,growth.strain.comp,0.0
H37Rv.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.2,growth.strain.comp,0.0
H37Rv.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.3,growth.strain.comp,0.0
H37Rv.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.1,growth.strain.comp,0.0
H37Rv.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.2,growth.strain.comp,0.0
H37Rv.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.3,growth.strain.comp,0.0
H37Rv.Vs.M.bovis.rep1,growth.strain.comp,0.0
H37Rv.Vs.M.bovis.rep2,growth.strain.comp,0.0
H37Rv.Vs.M.bovis.rep3,growth.strain.comp,0.0
H37Rv.Vs.M.bovis.rep4,growth.strain.comp,0.0
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.1,growth.strain.comp,0.0
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.2,growth.strain.comp,0.0
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.3,growth.strain.comp,0.0
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.4,growth.strain.comp,0.0
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.5,growth.strain.comp,0.0
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.6,growth.strain.comp,0.0
Strain.1006...replicate.1,growth.strain.comp,0.0
Strain.1006...replicate.2,growth.strain.comp,0.0
Strain.1006...replicate.3,growth.strain.comp,0.0
Strain.1006...replicate.4,growth.strain.comp,0.0
Strain.1254...replicate.1,growth.strain.comp,0.0
Strain.1254...replicate.2,growth.strain.comp,0.0
Strain.1254...replicate.3,growth.strain.comp,0.0
Strain.1254...replicate.4,growth.strain.comp,0.0
Strain.1843...replicate.2,growth.strain.comp,0.0
Strain.1843...replicate.3,growth.strain.comp,0.0
Strain.1843..replicate.1,growth.strain.comp,0.0
Strain.1843..replicate.4,growth.strain.comp,0.0
Strain.27.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.1,growth.strain.comp,0.0
Strain.27.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.2,growth.strain.comp,0.0
Strain.27.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.1,growth.strain.comp,0.0
Strain.27.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.2,growth.strain.comp,0.0
Strain.3160...replicate.3,growth.strain.comp,0.0
Strain.3160..replicate.1,growth.strain.comp,0.0
Strain.3160..replicate.2,growth.strain.comp,0.0
Strain.3160..replicate.4,growth.strain.comp,0.0
Strain.32.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.1,growth.strain.comp,0.0
Strain.32.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.2,growth.strain.comp,0.0
Strain.32.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.1,growth.strain.comp,0.0
Strain.32.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.2,growth.strain.comp,0.0
Strain.32.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.3,growth.strain.comp,0.0
Strain.49.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.1,growth.strain.comp,0.0
Strain.49.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.2,growth.strain.comp,0.0
Strain.49.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.3,growth.strain.comp,0.0
Strain.49.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.1,growth.strain.comp,0.0
Strain.49.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.2,growth.strain.comp,0.0
Strain.49.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.3,growth.strain.comp,0.0
Strain.9700665..replicate.1,growth.strain.comp,0.0
Strain.9700665..replicate.2,growth.strain.comp,0.0
Strain.9700665..replicate.3,growth.strain.comp,0.0
Strain.9700665..replicate.4,growth.strain.comp,0.0
Strain.9800608...replicate.3,growth.strain.comp,0.0
Strain.9800608..replicate.1,growth.strain.comp,0.0
Strain.9800608..replicate.2,growth.strain.comp,0.0
Strain.9800608..replicate.4,growth.strain.comp,0.0
Strain.9802501..replicate.2,growth.strain.comp,0.0
Strain.9802501..replicate.3,growth.strain.comp,0.0
Strain.9802501..replicate.4,growth.strain.comp,0.0
Strain.9802501..replicate1,growth.strain.comp,0.0
Strain.9802826..replicate.1,growth.strain.comp,0.0
Strain.9802826..replicate.2,growth.strain.comp,0.0
Strain.9802826..replicate.3,growth.strain.comp,0.0
Strain.9802826..replicate.4,growth.strain.comp,0.0
Strain.CDC1551..replicate.1,growth.strain.comp,0.0
Strain.CDC1551..replicate.2,growth.strain.comp,0.0
Strain.CDC1551..replicate.3,growth.strain.comp,0.0
Strain.CDC1551..replicate.4,growth.strain.comp,0.0
Strain.M3061a..replicate.1,growth.strain.comp,0.0
Strain.M3061a..replicate.2,growth.strain.comp,0.0
Strain.M3061a..replicate.3,growth.strain.comp,0.0
Strain.M3061a..replicate.4,growth.strain.comp,0.0
hip.mutant.HT1116..biological.rep1,growth.strain.comp,0.0
hip.mutant.HT1116..biological.rep2,growth.strain.comp,0.0
hip.mutant.HT1117..biological.rep1,growth.strain.comp,0.0
hip.mutant.HT1117..biological.rep2,growth.strain.comp,0.0
hip.mutant.HT1120..biological.rep1,growth.strain.comp,0.0
hip.mutant.HT1120..biological.rep2,growth.strain.comp,0.0
hip.mutant.HT1130..biological.rep1,growth.strain.comp,0.0
hip.mutant.HT1130..biological.rep2,growth.strain.comp,0.0
hip.mutant.HT1134..biological.rep1,growth.strain.comp,0.0
hip.mutant.HT1134..biological.rep2,growth.strain.comp,0.0
hip.mutant.HT1137..biological.rep1,growth.strain.comp,0.0
hip.mutant.HT1137..biological.rep2,growth.strain.comp,0.0
hip.mutant.HT1170..biological.rep1,growth.strain.comp,0.0
hip.mutant.HT1170..biological.rep2,growth.strain.comp,0.0
hip.mutant.HTS1090..biological.rep1,growth.strain.comp,0.0
hip.mutant.HTS1090..biological.rep2,growth.strain.comp,0.0
hip.mutant.HTS1105..biological.rep1,growth.strain.comp,0.0
hip.mutant.HTS1105..biological.rep2,growth.strain.comp,0.0
hip.mutant.KL2801..biological.rep1,growth.strain.comp,0.0
hip.mutant.KL2801..biological.rep2,growth.strain.comp,0.0
hip.mutant.KL2825..biological.rep1,growth.strain.comp,0.0
hip.mutant.KL2825..biological.rep2,growth.strain.comp,0.0
hip.mutant.KL2849..biological.rep1,growth.strain.comp,0.0
hip.mutant.KL2849..biological.rep2,growth.strain.comp,0.0
CDC1551.ctrl.vs.ctrl.at.0.hr.rep.1,growth.wt,0.6000000000000001
CDC1551.ctrl.vs.ctrl.at.0.hr.rep.2,growth.wt,0.6000000000000001
CDC1551.Ctrl.vs.H37Rv.rep.1,growth.wt,0.6000000000000001
CDC1551.Ctrl.vs.H37Rv.rep.2,growth.wt,0.6000000000000001
CDC1551.Ctrl.vs.H37Rv.rep.3,growth.wt,0.6000000000000001
H37Rv..7H9.roll.replicate.1.x,growth.wt,0.6000000000000001
H37Rv..7H9.roll.replicate.1.y,growth.wt,0.6000000000000001
H37Rv..7H9.roll.replicate.2.x,growth.wt,0.6000000000000001
H37Rv..7H9.roll.replicate.2.y,growth.wt,0.6000000000000001
H37Rv..7H9.roll.replicate.3.x,growth.wt,0.6000000000000001
H37Rv..7H9.roll.replicate.3.y,growth.wt,0.6000000000000001
H37Rv..7H9.roll.replicate.4.x,growth.wt,0.6000000000000001
H37Rv..7H9.roll.replicate.4.y,growth.wt,0.6000000000000001
H37Rv..7H9.shake.replicate.1,growth.wt,0.6000000000000001
H37Rv..7H9.shake.replicate.2,growth.wt,0.6000000000000001
H37Rv..7H9.shake.replicate.3,growth.wt,0.6000000000000001
H37Rv..7H9.shake.replicate.4,growth.wt,0.6000000000000001
H37Rv..Dubos.media.replicate.1,growth.wt,0.6000000000000001
H37Rv..Dubos.media.replicate.2,growth.wt,0.6000000000000001
H37Rv..Dubos.media.replicate.3,growth.wt,0.6000000000000001
H37Rv..Dubos.media.replicate.4,growth.wt,0.6000000000000001
H37Rv..Sauton.s.media.replicate.1,growth.wt,0.6000000000000001
H37Rv..Sauton.s.media.replicate.2,growth.wt,0.6000000000000001
H37Rv..Sauton.s.media.replicate.3,growth.wt,0.6000000000000001
H37Rv..Sauton.s.media.replicate.4,growth.wt,0.6000000000000001
H37Rv..Youman.media.replicate.1,growth.wt,0.6000000000000001
H37Rv..Youman.media.replicate.2,growth.wt,0.6000000000000001
H37Rv..Youman.media.replicate.3,growth.wt,0.6000000000000001
H37Rv..Youman.media.replicate.4,growth.wt,0.6000000000000001
H37Rv.Day.0.rep.1,growth.wt,0.6000000000000001
H37Rv.Day.0.rep.2,growth.wt,0.6000000000000001
H37Rv.Day.0.rep.3,growth.wt,0.6000000000000001
H37Rv.Day14.1,growth.wt,0.6000000000000001
H37Rv.Day14.2,growth.wt,0.6000000000000001
H37Rv.Day14.3,growth.wt,0.6000000000000001
H37Rv.Day24.1,growth.wt,0.6000000000000001
H37Rv.Day24.2,growth.wt,0.6000000000000001
H37Rv.Day24.3,growth.wt,0.6000000000000001
H37Rv.Day6.1,growth.wt,0.6000000000000001
H37Rv.Day6.2,growth.wt,0.6000000000000001
H37Rv.Day6.3,growth.wt,0.6000000000000001
H37Rv.Day60.1,growth.wt,0.6000000000000001
H37Rv.Day60.2,growth.wt,0.6000000000000001
H37Rv.Day60.3,growth.wt,0.6000000000000001
H37Rv.Day8.1,growth.wt,0.6000000000000001
H37Rv.Day8.2,growth.wt,0.6000000000000001
H37Rv.Day8.3,growth.wt,0.6000000000000001
MTB1254.Day.0.rep.1,growth.wt,0.6000000000000001
MTB1254.Day.0.rep.2,growth.wt,0.6000000000000001
MTB1254.Day.0.rep.3,growth.wt,0.6000000000000001
MTB1254.vs..MTB1254.rep1,growth.wt,0.6000000000000001
MTB1254.vs..MTB1254.rep2,growth.wt,0.6000000000000001
MTB1254.vs..MTB1254.rep3,growth.wt,0.6000000000000001
MTB1254.vs..MTB1254.rep4,growth.wt,0.6000000000000001
MTB1254.vs..MTB1254.rep5,growth.wt,0.6000000000000001
MTB1254.vs..MTB1254.rep6,growth.wt,0.6000000000000001
SS_A1_RV.1,growth.wt,0.6000000000000001
SS_A1_RV.2,growth.wt,0.6000000000000001
SS_A1_RV.3,growth.wt,0.6000000000000001
wild.type..mc.2.6020...biological.rep1,growth.wt,0.6000000000000001
wild.type..mc.2.6020...biological.rep2,growth.wt,0.6000000000000001
WT.t.0h.WT.t.6h..1,growth.wt,0.6000000000000001
WT.t.0h.WT.t.6h..2,growth.wt,0.6000000000000001
WT.t.6h.WT.t.0h..1,growth.wt,0.6000000000000001
WT.t.6h.WT.t.0h..2,growth.wt,0.6000000000000001
WT.TB.rep3,growth.wt,0.6000000000000001
Extracted.Lung.Surfactant.2hrs.rep.1,host.interaction,0.2
Extracted.Lung.Surfactant.2hrs.rep.2,host.interaction,0.2
Extracted.Lung.Surfactant.30min.rep.1,host.interaction,0.2
Extracted.Lung.Surfactant.30min.rep.2,host.interaction,0.2
Extracted.Lung.Surfactant.30min.rep.3,host.interaction,0.2
Extracted.Lung.Surfactant.30min.rep.4,host.interaction,0.2
Purified.Human.SP.A.Coated.2hrs.rep1,host.interaction,0.2
Purified.Human.SP.A.Coated.2hrs.rep2,host.interaction,0.2
Purified.Human.SP.A.Uncoated.2hrs.rep1,host.interaction,0.2
Purified.Human.SP.A.Uncoated.2hrs.rep2,host.interaction,0.2
Purified.Human.SP.A.Uncoated.2hrs.rep3,host.interaction,0.2
Purified.Human.SP.A.Uncoated.2hrs.rep4,host.interaction,0.2
Purified.Surfactant.Lipids.2hrs.rep.1,host.interaction,0.2
Purified.Surfactant.Lipids.2hrs.rep.2,host.interaction,0.2
Purified.Surfactant.Lipids.30min.rep.1,host.interaction,0.2
Purified.Surfactant.Lipids.30min.rep.2,host.interaction,0.2
Whole.Lung.Surfactant.2hrs.rep.1,host.interaction,0.2
Whole.Lung.Surfactant.2hrs.rep.2,host.interaction,0.2
Whole.Lung.Surfactant.2hrs.rep.3,host.interaction,0.2
Whole.Lung.Surfactant.30min.rep.1,host.interaction,0.2
Whole.Lung.Surfactant.30min.rep.2,host.interaction,0.2
Whole.Lung.Surfactant.30min.rep.3,host.interaction,0.2
Whole.Lung.Surfactant.30min.rep.4,host.interaction,0.2
Whole.Lung.Surfactant.30min.rep.5,host.interaction,0.2
H37Rv.hypoxia.1.day.rep.10,hypoxia,0.0
H37Rv.hypoxia.1.day.rep.2,hypoxia,0.0
H37Rv.hypoxia.1.day.rep.3,hypoxia,0.0
H37Rv.hypoxia.1.day.rep.4,hypoxia,0.0
H37Rv.hypoxia.1.day.rep.5,hypoxia,0.0
H37Rv.hypoxia.1.day.rep.6,hypoxia,0.0
H37Rv.hypoxia.1.day.rep.7,hypoxia,0.0
H37Rv.hypoxia.1.day.rep.9,hypoxia,0.0
H37Rv.hypoxia.12hr.rep.1,hypoxia,0.0
H37Rv.hypoxia.12hr.rep.2,hypoxia,0.0
H37Rv.hypoxia.12hr.rep.3,hypoxia,0.0
H37Rv.hypoxia.2hr.rep.1,hypoxia,0.0
H37Rv.hypoxia.2hr.rep.2,hypoxia,0.0
H37Rv.hypoxia.2hr.rep.3,hypoxia,0.0
H37Rv.hypoxia.2hr.rep.4,hypoxia,0.0
H37Rv.hypoxia.2hr.rep.5,hypoxia,0.0
H37Rv.hypoxia.2hr.rep.6,hypoxia,0.0
H37Rv.hypoxia.4.day.rep.1,hypoxia,0.0
H37Rv.hypoxia.4.day.rep.2,hypoxia,0.0
H37Rv.hypoxia.4.day.rep.3,hypoxia,0.0
H37Rv.hypoxia.4.day.rep.4,hypoxia,0.0
H37Rv.hypoxia.4.day.rep.5,hypoxia,0.0
H37Rv.hypoxia.4.day.rep.6,hypoxia,0.0
H37Rv.hypoxia.4.day.rep.7,hypoxia,0.0
H37Rv.hypoxia.4hr.rep.1,hypoxia,0.0
H37Rv.hypoxia.4hr.rep.2,hypoxia,0.0
H37Rv.hypoxia.4hr.rep.3,hypoxia,0.0
H37Rv.hypoxia.4hr.rep.4,hypoxia,0.0
H37Rv.hypoxia.4hr.rep.5,hypoxia,0.0
H37Rv.hypoxia.4hr.rep.6,hypoxia,0.0
H37Rv.hypoxia.4hr.rep.7,hypoxia,0.0
H37Rv.hypoxia.7.day.rep.1,hypoxia,0.0
H37Rv.hypoxia.7.day.rep.2,hypoxia,0.0
H37Rv.hypoxia.7.day.rep.3,hypoxia,0.0
H37Rv.hypoxia.7.day.rep.4,hypoxia,0.0
H37Rv.hypoxia.7.day.rep.5,hypoxia,0.0
H37Rv.hypoxia.7.day.rep.6,hypoxia,0.0
H37Rv.hypoxia.7.day.rep.7,hypoxia,0.0
H37Rv.hypoxia.8hr.rep.1,hypoxia,0.0
H37Rv.hypoxia.8hr.rep.2,hypoxia,0.0
H37Rv.hypoxia.8hr.rep.3,hypoxia,0.0
MTB.strain.1254.Ctrl.vs.2hr.Hypoxia.rep.1,hypoxia,0.0
MTB.strain.1254.Ctrl.vs.2hr.Hypoxia.rep.2,hypoxia,0.0
MTB.strain.1254.Ctrl.vs.2hr.Hypoxia.rep.3,hypoxia,0.0
NRP.Day10..1,hypoxia,0.0
NRP.Day10..2,hypoxia,0.0
NRP.Day10..3,hypoxia,0.0
NRP.Day12..1,hypoxia,0.0
NRP.Day12..2,hypoxia,0.0
NRP.Day12..3,hypoxia,0.0
NRP.Day14..1,hypoxia,0.0
NRP.Day14..2,hypoxia,0.0
NRP.Day14..3,hypoxia,0.0
NRP.Day14..4,hypoxia,0.0
NRP.Day14..5,hypoxia,0.0
NRP.Day14..6,hypoxia,0.0
NRP.Day14..7,hypoxia,0.0
NRP.Day14..8,hypoxia,0.0
NRP.Day14..9,hypoxia,0.0
NRP.Day20..1,hypoxia,0.0
NRP.Day20..2,hypoxia,0.0
NRP.Day30..1,hypoxia,0.0
NRP.Day6..1,hypoxia,0.0
NRP.Day6..2,hypoxia,0.0
NRP.Day6..3,hypoxia,0.0
NRP.Day8..1,hypoxia,0.0
NRP.Day8..2,hypoxia,0.0
NRP.Day8..3,hypoxia,0.0
SG.ISB.3.0A_N30A01cy.3,hypoxia,0.0
SG.ISB.3.0B_N30A01cy.5,hypoxia,0.0
SG.ISB.3.0C_N30A02cy.3,hypoxia,0.0
SG.ISB.3.12A_N30A06cy.5,hypoxia,0.0
SG.ISB.3.12B_N30A07cy.3,hypoxia,0.0
SG.ISB.3.12C_N30A07cy.5,hypoxia,0.0
SG.ISB.3.12D_N30A08cy.3,hypoxia,0.0
SG.ISB.3.7A_N30A02cy.5,hypoxia,0.0
SG.ISB.3.7B_N30A03cy.3,hypoxia,0.0
SG.ISB.3.7C_N30A03cy.5,hypoxia,0.0
SG.ISB.3.7D_N30A04cy.3,hypoxia,0.0
SG.ISB.3.8A_N30A04cy.5,hypoxia,0.0
SG.ISB.3.8B_N30A05cy.3,hypoxia,0.0
SG.ISB.3.8C_N30A05cy.5,hypoxia,0.0
SG.ISB.3.8D_N30A06cy.3,hypoxia,0.0
SG12.A0_N32A01cy.3,hypoxia,0.0
SG12.A1_N32A02cy.3,hypoxia,0.0
SG12.A120_N32A08cy.3,hypoxia,0.0
SG12.A2_N32A03cy.3,hypoxia,0.0
SG12.A24_N32A07cy.3,hypoxia,0.0
SG12.A4_N32A04cy.3,hypoxia,0.0
SG12.A6_N32A05cy.3,hypoxia,0.0
SG12.A8_N32A06cy.3,hypoxia,0.0
SG12.B0_N32A09cy.3,hypoxia,0.0
SG12.B1_N32A10cy.3,hypoxia,0.0
SG12.B120_N32A04cy.5,hypoxia,0.0
