sample,block
CDC1551.Ctrl.vs.clinical.isolate.4130.02_Haarlem.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.4130.02_Haarlem.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.4130.02_Haarlem.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.4850.03_EAI.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.4850.03_EAI.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.4850.03_EAI.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.5468.02_Afri2.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.5468.02_Afri2.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.5468.02_Afri2.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.947.01_EAI.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.947.01_EAI.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.947.01_EAI.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.9532.03_Haarlem.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.9532.03_Haarlem.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.9532.03_Haarlem.rep.3,growth.strain.comp
H37Rv.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.1,growth.strain.comp
H37Rv.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.2,growth.strain.comp
H37Rv.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.3,growth.strain.comp
H37Rv.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.1,growth.strain.comp
H37Rv.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.2,growth.strain.comp
H37Rv.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.3,growth.strain.comp
H37Rv.Vs.M.bovis.rep1,growth.strain.comp
H37Rv.Vs.M.bovis.rep2,growth.strain.comp
H37Rv.Vs.M.bovis.rep3,growth.strain.comp
H37Rv.Vs.M.bovis.rep4,growth.strain.comp
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.1,growth.strain.comp
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.2,growth.strain.comp
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.3,growth.strain.comp
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.4,growth.strain.comp
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.5,growth.strain.comp
H37Rv.wild.type.Vs.H37Rv.wild.type.rep.6,growth.strain.comp
Strain.1006...replicate.1,growth.strain.comp
Strain.1006...replicate.2,growth.strain.comp
Strain.1006...replicate.3,growth.strain.comp
Strain.1006...replicate.4,growth.strain.comp
Strain.1254...replicate.1,growth.strain.comp
Strain.1254...replicate.2,growth.strain.comp
Strain.1254...replicate.3,growth.strain.comp
Strain.1254...replicate.4,growth.strain.comp
Strain.1843...replicate.2,growth.strain.comp
Strain.1843...replicate.3,growth.strain.comp
Strain.1843..replicate.1,growth.strain.comp
Strain.1843..replicate.4,growth.strain.comp
Strain.27.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.1,growth.strain.comp
Strain.27.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.2,growth.strain.comp
Strain.27.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.1,growth.strain.comp
Strain.27.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.2,growth.strain.comp
Strain.3160...replicate.3,growth.strain.comp
Strain.3160..replicate.1,growth.strain.comp
Strain.3160..replicate.2,growth.strain.comp
Strain.3160..replicate.4,growth.strain.comp
Strain.32.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.1,growth.strain.comp
Strain.32.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.2,growth.strain.comp
Strain.32.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.1,growth.strain.comp
Strain.32.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.2,growth.strain.comp
Strain.32.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.3,growth.strain.comp
Strain.49.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.1,growth.strain.comp
Strain.49.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.2,growth.strain.comp
Strain.49.cDNA.Cy3.vs.H37Rv.gDNA.Cy5..DS..rep.3,growth.strain.comp
Strain.49.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.1,growth.strain.comp
Strain.49.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.2,growth.strain.comp
Strain.49.cDNA.Cy5.vs.H37Rv.gDNA.Cy3.rep.3,growth.strain.comp
Strain.9700665..replicate.1,growth.strain.comp
Strain.9700665..replicate.2,growth.strain.comp
Strain.9700665..replicate.3,growth.strain.comp
Strain.9700665..replicate.4,growth.strain.comp
Strain.9800608...replicate.3,growth.strain.comp
Strain.9800608..replicate.1,growth.strain.comp
Strain.9800608..replicate.2,growth.strain.comp
Strain.9800608..replicate.4,growth.strain.comp
Strain.9802501..replicate.2,growth.strain.comp
Strain.9802501..replicate.3,growth.strain.comp
Strain.9802501..replicate.4,growth.strain.comp
Strain.9802501..replicate1,growth.strain.comp
Strain.9802826..replicate.1,growth.strain.comp
Strain.9802826..replicate.2,growth.strain.comp
Strain.9802826..replicate.3,growth.strain.comp
Strain.9802826..replicate.4,growth.strain.comp
Strain.CDC1551..replicate.1,growth.strain.comp
Strain.CDC1551..replicate.2,growth.strain.comp
Strain.CDC1551..replicate.3,growth.strain.comp
Strain.CDC1551..replicate.4,growth.strain.comp
Strain.M3061a..replicate.1,growth.strain.comp
Strain.M3061a..replicate.2,growth.strain.comp
Strain.M3061a..replicate.3,growth.strain.comp
Strain.M3061a..replicate.4,growth.strain.comp
hip.mutant.HT1116..biological.rep1,growth.strain.comp
hip.mutant.HT1116..biological.rep2,growth.strain.comp
hip.mutant.HT1117..biological.rep1,growth.strain.comp
hip.mutant.HT1117..biological.rep2,growth.strain.comp
hip.mutant.HT1120..biological.rep1,growth.strain.comp
hip.mutant.HT1120..biological.rep2,growth.strain.comp
hip.mutant.HT1130..biological.rep1,growth.strain.comp
hip.mutant.HT1130..biological.rep2,growth.strain.comp
hip.mutant.HT1134..biological.rep1,growth.strain.comp
hip.mutant.HT1134..biological.rep2,growth.strain.comp
hip.mutant.HT1137..biological.rep1,growth.strain.comp
hip.mutant.HT1137..biological.rep2,growth.strain.comp
hip.mutant.HT1170..biological.rep1,growth.strain.comp
hip.mutant.HT1170..biological.rep2,growth.strain.comp
hip.mutant.HTS1090..biological.rep1,growth.strain.comp
hip.mutant.HTS1090..biological.rep2,growth.strain.comp
hip.mutant.HTS1105..biological.rep1,growth.strain.comp
hip.mutant.HTS1105..biological.rep2,growth.strain.comp
hip.mutant.KL2801..biological.rep1,growth.strain.comp
hip.mutant.KL2801..biological.rep2,growth.strain.comp
hip.mutant.KL2825..biological.rep1,growth.strain.comp
hip.mutant.KL2825..biological.rep2,growth.strain.comp
hip.mutant.KL2849..biological.rep1,growth.strain.comp
hip.mutant.KL2849..biological.rep2,growth.strain.comp
CDC1551.ctrl.vs.ctrl.at.0.hr.rep.1,growth.wt
CDC1551.ctrl.vs.ctrl.at.0.hr.rep.2,growth.wt
CDC1551.Ctrl.vs.H37Rv.rep.1,growth.wt
CDC1551.Ctrl.vs.H37Rv.rep.2,growth.wt
CDC1551.Ctrl.vs.H37Rv.rep.3,growth.wt
H37Rv..7H9.roll.replicate.1.x,growth.wt
H37Rv..7H9.roll.replicate.1.y,growth.wt
H37Rv..7H9.roll.replicate.2.x,growth.wt
H37Rv..7H9.roll.replicate.2.y,growth.wt
H37Rv..7H9.roll.replicate.3.x,growth.wt
H37Rv..7H9.roll.replicate.3.y,growth.wt
H37Rv..7H9.roll.replicate.4.x,growth.wt
H37Rv..7H9.roll.replicate.4.y,growth.wt
H37Rv..7H9.shake.replicate.1,growth.wt
H37Rv..7H9.shake.replicate.2,growth.wt
H37Rv..7H9.shake.replicate.3,growth.wt
H37Rv..7H9.shake.replicate.4,growth.wt
H37Rv..Dubos.media.replicate.1,growth.wt
H37Rv..Dubos.media.replicate.2,growth.wt
H37Rv..Dubos.media.replicate.3,growth.wt
H37Rv..Dubos.media.replicate.4,growth.wt
H37Rv..Sauton.s.media.replicate.1,growth.wt
H37Rv..Sauton.s.media.replicate.2,growth.wt
H37Rv..Sauton.s.media.replicate.3,growth.wt
H37Rv..Sauton.s.media.replicate.4,growth.wt
H37Rv..Youman.media.replicate.1,growth.wt
H37Rv..Youman.media.replicate.2,growth.wt
H37Rv..Youman.media.replicate.3,growth.wt
H37Rv..Youman.media.replicate.4,growth.wt
H37Rv.Day.0.rep.1,growth.wt
H37Rv.Day.0.rep.2,growth.wt
H37Rv.Day.0.rep.3,growth.wt
H37Rv.Day14.1,growth.wt
H37Rv.Day14.2,growth.wt
H37Rv.Day14.3,growth.wt
H37Rv.Day24.1,growth.wt
H37Rv.Day24.2,growth.wt
H37Rv.Day24.3,growth.wt
H37Rv.Day6.1,growth.wt
H37Rv.Day6.2,growth.wt
H37Rv.Day6.3,growth.wt
H37Rv.Day60.1,growth.wt
H37Rv.Day60.2,growth.wt
H37Rv.Day60.3,growth.wt
H37Rv.Day8.1,growth.wt
H37Rv.Day8.2,growth.wt
H37Rv.Day8.3,growth.wt
MTB1254.Day.0.rep.1,growth.wt
MTB1254.Day.0.rep.2,growth.wt
MTB1254.Day.0.rep.3,growth.wt
MTB1254.vs..MTB1254.rep1,growth.wt
MTB1254.vs..MTB1254.rep2,growth.wt
MTB1254.vs..MTB1254.rep3,growth.wt
MTB1254.vs..MTB1254.rep4,growth.wt
MTB1254.vs..MTB1254.rep5,growth.wt
MTB1254.vs..MTB1254.rep6,growth.wt
SS_A1_RV.1,growth.wt
SS_A1_RV.2,growth.wt
SS_A1_RV.3,growth.wt
wild.type..mc.2.6020...biological.rep1,growth.wt
wild.type..mc.2.6020...biological.rep2,growth.wt
WT.t.0h.WT.t.6h..1,growth.wt
WT.t.0h.WT.t.6h..2,growth.wt
WT.t.6h.WT.t.0h..1,growth.wt
WT.t.6h.WT.t.0h..2,growth.wt
WT.TB.rep3,growth.wt
Extracted.Lung.Surfactant.2hrs.rep.1,host.interaction
Extracted.Lung.Surfactant.2hrs.rep.2,host.interaction
Extracted.Lung.Surfactant.30min.rep.1,host.interaction
Extracted.Lung.Surfactant.30min.rep.2,host.interaction
Extracted.Lung.Surfactant.30min.rep.3,host.interaction
Extracted.Lung.Surfactant.30min.rep.4,host.interaction
Purified.Human.SP.A.Coated.2hrs.rep1,host.interaction
Purified.Human.SP.A.Coated.2hrs.rep2,host.interaction
Purified.Human.SP.A.Uncoated.2hrs.rep1,host.interaction
Purified.Human.SP.A.Uncoated.2hrs.rep2,host.interaction
Purified.Human.SP.A.Uncoated.2hrs.rep3,host.interaction
Purified.Human.SP.A.Uncoated.2hrs.rep4,host.interaction
Purified.Surfactant.Lipids.2hrs.rep.1,host.interaction
Purified.Surfactant.Lipids.2hrs.rep.2,host.interaction
Purified.Surfactant.Lipids.30min.rep.1,host.interaction
Purified.Surfactant.Lipids.30min.rep.2,host.interaction
Whole.Lung.Surfactant.2hrs.rep.1,host.interaction
Whole.Lung.Surfactant.2hrs.rep.2,host.interaction
Whole.Lung.Surfactant.2hrs.rep.3,host.interaction
Whole.Lung.Surfactant.30min.rep.1,host.interaction
Whole.Lung.Surfactant.30min.rep.2,host.interaction
Whole.Lung.Surfactant.30min.rep.3,host.interaction
Whole.Lung.Surfactant.30min.rep.4,host.interaction
Whole.Lung.Surfactant.30min.rep.5,host.interaction
H37Rv.hypoxia.1.day.rep.10,hypoxia
H37Rv.hypoxia.1.day.rep.2,hypoxia
H37Rv.hypoxia.1.day.rep.3,hypoxia
H37Rv.hypoxia.1.day.rep.4,hypoxia
H37Rv.hypoxia.1.day.rep.5,hypoxia
H37Rv.hypoxia.1.day.rep.6,hypoxia
H37Rv.hypoxia.1.day.rep.7,hypoxia
H37Rv.hypoxia.1.day.rep.9,hypoxia
H37Rv.hypoxia.12hr.rep.1,hypoxia
H37Rv.hypoxia.12hr.rep.2,hypoxia
H37Rv.hypoxia.12hr.rep.3,hypoxia
H37Rv.hypoxia.2hr.rep.1,hypoxia
H37Rv.hypoxia.2hr.rep.2,hypoxia
H37Rv.hypoxia.2hr.rep.3,hypoxia
H37Rv.hypoxia.2hr.rep.4,hypoxia
H37Rv.hypoxia.2hr.rep.5,hypoxia
H37Rv.hypoxia.2hr.rep.6,hypoxia
H37Rv.hypoxia.4.day.rep.1,hypoxia
H37Rv.hypoxia.4.day.rep.2,hypoxia
H37Rv.hypoxia.4.day.rep.3,hypoxia
H37Rv.hypoxia.4.day.rep.4,hypoxia
H37Rv.hypoxia.4.day.rep.5,hypoxia
H37Rv.hypoxia.4.day.rep.6,hypoxia
H37Rv.hypoxia.4.day.rep.7,hypoxia
H37Rv.hypoxia.4hr.rep.1,hypoxia
H37Rv.hypoxia.4hr.rep.2,hypoxia
H37Rv.hypoxia.4hr.rep.3,hypoxia
H37Rv.hypoxia.4hr.rep.4,hypoxia
H37Rv.hypoxia.4hr.rep.5,hypoxia
H37Rv.hypoxia.4hr.rep.6,hypoxia
H37Rv.hypoxia.4hr.rep.7,hypoxia
H37Rv.hypoxia.7.day.rep.1,hypoxia
H37Rv.hypoxia.7.day.rep.2,hypoxia
H37Rv.hypoxia.7.day.rep.3,hypoxia
H37Rv.hypoxia.7.day.rep.4,hypoxia
H37Rv.hypoxia.7.day.rep.5,hypoxia
H37Rv.hypoxia.7.day.rep.6,hypoxia
H37Rv.hypoxia.7.day.rep.7,hypoxia
H37Rv.hypoxia.8hr.rep.1,hypoxia
H37Rv.hypoxia.8hr.rep.2,hypoxia
H37Rv.hypoxia.8hr.rep.3,hypoxia
MTB.strain.1254.Ctrl.vs.2hr.Hypoxia.rep.1,hypoxia
MTB.strain.1254.Ctrl.vs.2hr.Hypoxia.rep.2,hypoxia
MTB.strain.1254.Ctrl.vs.2hr.Hypoxia.rep.3,hypoxia
NRP.Day10..1,hypoxia
NRP.Day10..2,hypoxia
NRP.Day10..3,hypoxia
NRP.Day12..1,hypoxia
NRP.Day12..2,hypoxia
NRP.Day12..3,hypoxia
NRP.Day14..1,hypoxia
NRP.Day14..2,hypoxia
NRP.Day14..3,hypoxia
NRP.Day14..4,hypoxia
NRP.Day14..5,hypoxia
NRP.Day14..6,hypoxia
NRP.Day14..7,hypoxia
NRP.Day14..8,hypoxia
NRP.Day14..9,hypoxia
NRP.Day20..1,hypoxia
NRP.Day20..2,hypoxia
NRP.Day30..1,hypoxia
NRP.Day6..1,hypoxia
NRP.Day6..2,hypoxia
NRP.Day6..3,hypoxia
NRP.Day8..1,hypoxia
NRP.Day8..2,hypoxia
NRP.Day8..3,hypoxia
SG.ISB.3.0A_N30A01cy.3,hypoxia
SG.ISB.3.0B_N30A01cy.5,hypoxia
SG.ISB.3.0C_N30A02cy.3,hypoxia
SG.ISB.3.12A_N30A06cy.5,hypoxia
SG.ISB.3.12B_N30A07cy.3,hypoxia
SG.ISB.3.12C_N30A07cy.5,hypoxia
SG.ISB.3.12D_N30A08cy.3,hypoxia
SG.ISB.3.7A_N30A02cy.5,hypoxia
SG.ISB.3.7B_N30A03cy.3,hypoxia
SG.ISB.3.7C_N30A03cy.5,hypoxia
SG.ISB.3.7D_N30A04cy.3,hypoxia
SG.ISB.3.8A_N30A04cy.5,hypoxia
SG.ISB.3.8B_N30A05cy.3,hypoxia
SG.ISB.3.8C_N30A05cy.5,hypoxia
SG.ISB.3.8D_N30A06cy.3,hypoxia
SG12.A0_N32A01cy.3,hypoxia
SG12.A1_N32A02cy.3,hypoxia
SG12.A120_N32A08cy.3,hypoxia
SG12.A2_N32A03cy.3,hypoxia
SG12.A24_N32A07cy.3,hypoxia
SG12.A4_N32A04cy.3,hypoxia
SG12.A6_N32A05cy.3,hypoxia
SG12.A8_N32A06cy.3,hypoxia
SG12.B0_N32A09cy.3,hypoxia
SG12.B1_N32A10cy.3,hypoxia
SG12.B120_N32A04cy.5,hypoxia
SG12.B2_N32A11cy.3,hypoxia
SG12.B24_N32A03cy.5,hypoxia
SG12.B4_N32A12cy.3,hypoxia
SG12.B6_N32A01cy.5,hypoxia
SG12.B8_N32A02cy.5,hypoxia
SG12.C0_N32A05cy.5,hypoxia
SG12.C1_N32A06cy.5,hypoxia
SG12.C120_N32A12cy.5,hypoxia
SG12.C2_N32A07cy.5,hypoxia
SG12.C24_N32A11cy.5,hypoxia
SG12.C4_N32A08cy.5,hypoxia
SG12.C6_N32A09cy.5,hypoxia
SG12.C8_N32A10cy.5,hypoxia
SG2.A0_N02A01c3,hypoxia
SG2.A1_N02A02c3,hypoxia
SG2.A2_N02A03c3,hypoxia
SG2.A3_N02A04c3,hypoxia
SG2.A5_N02A05c3,hypoxia
SG2.A7_N02A06c3,hypoxia
SG2.A8_N02A07c3,hypoxia
SG2.A9_N02A08c3,hypoxia
SG2.B0_N02A09c3,hypoxia
SG2.B1_N02A10c3,hypoxia
SG2.B2_N02A11c3,hypoxia
SG2.B3_N02A12c3,hypoxia
SG2.B5_N02A09c5,hypoxia
SG2.B7_N02A10c5,hypoxia
SG2.B8_N02A11c5,hypoxia
SG2.B9_N02A12c5,hypoxia
SG2.D0_N02A01c5,hypoxia
SG2.D1_N02A02c5,hypoxia
SG2.D2_N02A03c5,hypoxia
SG2.D3_N02A04c5,hypoxia
SG2.D5_N02A05c5,hypoxia
SG2.D7_N02A06c5,hypoxia
SG2.D8_N02A07c5,hypoxia
SG2.D9_N02A08c5,hypoxia
SG6.A11_N5A10cy.5,hypoxia
SG6.A14_N8A10cy.5,hypoxia
SG6.A8_N5A06cy.5,hypoxia
SG6.B11_N5A11cy.5,hypoxia
SG6.B14_N8A11cy.5,hypoxia
SG6.B8_N5A07cy.5,hypoxia
SG6.C1_N5A04cy.5,hypoxia
SG6.C11_N5A12cy.5,hypoxia
SG6.C14_N8A12cy.5,hypoxia
SG6.C8_N5A08cy.5,hypoxia
SG6.D1_N5A05cy.5,hypoxia
SG6.D11_N8A09cy.5,hypoxia
SG6.D8_N5A09cy.5,hypoxia
SG6.G0_N5A02cy.5,hypoxia
SG6.H0_N5A03cy.5,hypoxia
SG6_A0_N7A10cy.3,hypoxia
SG6_A1_N7A11cy.3,hypoxia
SG6_A7_N7A12cy.3,hypoxia
SG6_B0_N7A10cy.5,hypoxia
SG6_B1_N7A11cy.5,hypoxia
SG6_B7_N7A12cy.5,hypoxia
SG6C.T7_N11A01cy.3,hypoxia
SG6D.T14_N11A04cy.3,hypoxia
SG6D.T7_N11A02cy.3,hypoxia
SG6D.T8_N11A03cy.3,hypoxia
SG7.AT0_N11A01cy.5,hypoxia
SG7.AT1_N11A05cy.5,hypoxia
SG7.BT0_N11A02cy.5,hypoxia
SG7.BT1_N11A06cy.5,hypoxia
SG7.CT0_N11A03cy.5,hypoxia
SG7.CT1_N11A07cy.5,hypoxia
SG7.DT0_N11A04cy.5,hypoxia
SG7.DT1_N11A08cy.5,hypoxia
SG7.T12A_N11A09cy.3,hypoxia
SG7.T12B_N11A10cy.3,hypoxia
SG7.T12C_N11A11cy.3,hypoxia
SG7.T12D_N11A12cy.3,hypoxia
SG7.T7B_N11A09cy.5,hypoxia
SG7.T7C_N11A10cy.5,hypoxia
SG7.T7D_N11A11cy.5,hypoxia
SG7.T8A_N11A05cy.3,hypoxia
SG7.T8B_N11A06cy.3,hypoxia
SG7.T8C_N11A07cy.3,hypoxia
SG7.T8D_N11A08cy.3,hypoxia
SG8.A.Day.0.pre_fix_N37A04cy.5,hypoxia
SG8.A.Day.1_fix_N37A03cy.5,hypoxia
SG8.A.Day.2_N37A08cy.3,hypoxia
SG8.A.Day.3_N37A09cy.3,hypoxia
SG8.A.Day.5_N37A10cy.3,hypoxia
SG8.A.Day.7_N37A11cy.3,hypoxia
SG8.B.Day.0.pre_N37A12cy.3,hypoxia
SG8.B.Day.1_N37A05cy.5,hypoxia
SG8.B.Day.2_N37A06cy.5,hypoxia
SG8.B.Day.3_N37A07cy.5,hypoxia
SG8.B.Day.5_N37A08cy.5,hypoxia
SG8.B.Day.7_N37A09cy.5,hypoxia
SG8.C.Day.0.post_N27A08cy.3,hypoxia
SG8.C.Day.0.post_N37A10cy.5,hypoxia
SG8.C.Day.0.pre_N27A07cy.3,hypoxia
SG8.C.Day.1_N27A09cy.3,hypoxia
SG8.C.Day.1_N37A11cy.5,hypoxia
SG8.C.Day.2_N37A12cy.5,hypoxia
SG8.D.Day.0.post_N27A11cy.3,hypoxia
SG8.D.Day.0.pre_N27A10cy.3,hypoxia
SG8.D.Day.1_N27A12cy.3,hypoxia
High.iron.wt.vs.low.iron.wt.1a,iron
High.iron.wt.vs.low.iron.wt.1b,iron
High.iron.wt.vs.low.iron.wt.2a,iron
High.iron.wt.vs.low.iron.wt.2b,iron
High.iron.wt.vs.low.iron.wt.3a,iron
High.iron.wt.vs.low.iron.wt.3b,iron
Starvation_1254_OA50_12h_03,lim.nutrients
Starvation_1254_OA50_12h_04,lim.nutrients
Starvation_1254_OA50_24h_01,lim.nutrients
Starvation_1254_OA50_24h_02,lim.nutrients
Starvation_1254_OA50_24h_03,lim.nutrients
Starvation_1254_OA50_24h_04,lim.nutrients
Starvation_1254_OA50_3d_01,lim.nutrients
Starvation_1254_OA50_3d_02,lim.nutrients
Starvation_1254_OA50_3d_03,lim.nutrients
Starvation_1254_OA50_3d_04,lim.nutrients
Starvation_1254_OA50_5d_01,lim.nutrients
Starvation_1254_OA50_5d_02,lim.nutrients
Starvation_1254_OA50_5d_03,lim.nutrients
Starvation_1254_OA50_5d_04,lim.nutrients
Starvation_1254_OA50_6h_01,lim.nutrients
Starvation_1254_OA50_6h_02,lim.nutrients
Starvation_1254_OA50_6h_03,lim.nutrients
Starvation_1254_OA50_6h_04,lim.nutrients
Starvation_1254_PA50_24h_01,lim.nutrients
Starvation_1254_PA50_24h_02,lim.nutrients
Starvation_1254_PA50_24h_03,lim.nutrients
Starvation_1254_PA50_24h_04,lim.nutrients
Starvation_1254_PA50_6h_01,lim.nutrients
Starvation_1254_PA50_6h_02,lim.nutrients
Starvation_1254_PA50_6h_03,lim.nutrients
Starvation_1254_PA50_6h_04,lim.nutrients
Starvation_OA50_24h_01,lim.nutrients
Starvation_OA50_24h_02,lim.nutrients
Starvation_OA50_24h_03,lim.nutrients
Starvation_OA50_24h_04,lim.nutrients
Starvation_OA50_6h_01,lim.nutrients
Starvation_OA50_6h_02,lim.nutrients
Starvation_OA50_6h_03,lim.nutrients
Starvation_OA50_6h_04,lim.nutrients
Starvation_1254_OA50_12h_01,lim.nutrients
Starvation_1254_OA50_12h_02,lim.nutrients
H37Rv.0.2..Oxygen..2h..1,low.oxygen
H37Rv.0.2..Oxygen..2h..2,low.oxygen
H37Rv.0.2..Oxygen..2h..3,low.oxygen
H37Rv.0.2..Oxygen..2h..4,low.oxygen
H37Rv.0.2..Oxygen..2h..5,low.oxygen
H37Rv.0.2..Oxygen..2h..6,low.oxygen
MTB.strain.1254.Ctrl.vs.low.aeration..0.2..oxygen..2hr.rep.1,low.oxygen
MTB.strain.1254.Ctrl.vs.low.aeration..0.2..oxygen..2hr.rep.2,low.oxygen
MTB.strain.1254.Ctrl.vs.low.aeration..0.2..oxygen..2hr.rep.3,low.oxygen
MTB1254.Day.0.vs.low.Oxygen.Day.4.rep.1,low.oxygen
MTB1254.Day.0.vs.low.Oxygen.Day.4.rep.2,low.oxygen
MTB1254.Day.0.vs.low.Oxygen.Day.4.rep.3,low.oxygen
MTB1254.Day.0.vs.low.Oxygen.Day.4.rep.4,low.oxygen
MTB1254.Day.0.vs.low.Oxygen.Day.4.rep.5,low.oxygen
MTB1254.Day.0.vs.low.Oxygen.Day.4.rep.6,low.oxygen
H37Rv.Day.0.vs.low.Oxygen.Day.4.rep.1,low.oxygen
H37Rv.Day.0.vs.low.Oxygen.Day.4.rep.2,low.oxygen
H37Rv.Day.0.vs.low.Oxygen.Day.4.rep.3,low.oxygen
H37Rv.Day.0.vs.low.Oxygen.Day.4.rep.4,low.oxygen
H37Rv.Day.0.vs.low.Oxygen.Day.4.rep.5,low.oxygen
H37Rv.Day.0.vs.low.Oxygen.Day.4.rep.6,low.oxygen
BCG.24hr.phagosomal.profile,macrophage
BCG.2hr.phagosomal.profile,macrophage
CDC1551.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
CDC1551.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
,macrophage
,macrophage
Clinical.isolate.10514.01_Afri2.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.10514.01_Afri2.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.10517.01_Afri2.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.10517.01_Afri2.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.12954.03_Beijing.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.12954.03_Beijing.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.1500.03_Beijing.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.1500.03_Beijing.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.1797.03_EAI.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.1797.03_EAI.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.1934.03_Beijing.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.1934.03_Beijing.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.2169.99_Uganda.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.2169.99_Uganda.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.2191.99_Uganda.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.2191.99_Uganda.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.2333.99_Uganda.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.2333.99_Uganda.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.2336.02_Haarlem.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.2336.02_Haarlem.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.4130.02_Haarlem.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.4130.02_Haarlem.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.4850.03_EAI.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.4850.03_EAI.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.5468.02_Afri2.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.5468.02_Afri2.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.947.01_EAI.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
Clinical.isolate.947.01_EAI.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
Clinical.isolate.9532.03_Haarlem.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
